id,text,language,intent,product,quantity,city,budget,urgency,priority_score,priority_label,split,template_id,source
LL00800,CCTV कैमरा का प्राइस लिस्ट भेज दीजिए,hi,price_query,CCTV कैमरा,,,,0,35,Low,test,hi-price_query-6,synthetic_template
LL00742,ठाणे में म्यूजिक सिस्टम लगवाने का खर्च कितना आएगा?,hi,price_query,म्यूजिक सिस्टम,,ठाणे,,0,40,Medium,train,hi-price_query-1,synthetic_template
LL01218,"आमच्याकडे 40 बस आहेत, सर्वांमध्ये बस रॅप बसवायचे आहे. कृपया कॉल करा. धन्यवाद.",mr,bulk_order,बस रॅप,40 बस,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL00652,"namaste instagram followerrs 1k badhao, sasa rate. DM karo thanks",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-2,synthetic_template
LL01302,"सीट कव्हर चे फिनिशिंग खूप वाईट आहे, ताबडतोब दुरुस्त करा. कृपया कॉल करा",mr,complaint,सीट कव्हर,,,,0,25,Low,train,mr-complaint-2,synthetic_template
LL01774,"tumchya bus vyavsayasathi 10 lakh paryant loan mila, kagdapatre nahit. aatach click kara",mr_roman,spam,,,,,0,0,Ignore,test,mr_roman-spam-7,synthetic_template
LL00921,"मैंने पर्दे के पैसे दे दिए, लेकिन काम अभी तक अधूरा है।",hi,complaint,पर्दे,,,,0,25,Low,val,hi-complaint-1,synthetic_template
LL01528,body paint chi pricce list pathva,mr_roman,price_query,body paint,,,,0,35,Low,test,mr_roman-price_query-6,synthetic_template
LL01625,tumhi basvlele roof top AC kharab zale aahe. he barobar nahi,mr_roman,complaint,roof top AC,,,,0,25,Low,train,mr_roman-complaint-0,synthetic_template
LL00889,"15 बसों के लिए म्यूजिक सिस्टम का थोक रेट बताइए, कुल बजट ₹8 लाख है।",hi,bulk_order,म्यूजिक सिस्टम,15 बसों,,₹8 लाख,0,80,High,train,hi-bulk_order-5,synthetic_template
LL00627,"wraranty me sleeper berth change karwana hai, ek mahnie me toot gaya thanks",hinglish,complaint,sleeper berth,,,,0,25,Low,test,hinglish-complaint-5,synthetic_template
LL00822,"नमस्ते, हमें 40 बस के लिए म्यूजिक सिस्टम चाहिए। थोक में क्या रेट मिलेगा? जल्दी चाहिए। धन्यवाद।",hi,bulk_order,म्यूजिक सिस्टम,40 बस,,,1,85,High,val,hi-bulk_order-0,synthetic_template
LL01229,"आमच्याकडे 120 नग आहेत, सर्वांमध्ये रूफ टॉप AC बसवायचे आहे. कृपया कॉल करा.",mr,bulk_order,रूफ टॉप AC,120 नग,,,0,70,High,test,mr-bulk_order-3,synthetic_template
LL01506,tumhi Satara madhe luggage rack che kaam karta ka? dar sanga,mr_roman,price_query,luggage rack,,Satara,,0,40,Medium,train,mr_roman-price_query-5,synthetic_template
LL01344,"नमस्कार, वॉरंटीमध्ये सीलिंग पॅनल बदलून हवे आहे, एका महिन्यात तुटले. खूप अर्जंट आहे",mr,complaint,सीलिंग पॅनल,,,,1,40,Medium,val,mr-complaint-5,synthetic_template
LL01327,अहमदाबाद मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही.,mr,complaint,,,अहमदाबाद,,0,25,Low,train,mr-complaint-4,synthetic_template
LL00875,"रत्नागिरी डिलीवरी के लिए 50 सेट में सीट कवर चाहिए, 3 हफ्ते में। कृपया कॉल करें।",hi,bulk_order,सीट कवर,50 सेट,रत्नागिरी,,0,75,High,train,hi-bulk_order-4,synthetic_template
LL00688,sabhi sarees pe 1 ke satah 1 free. aaj hi dukaan aao thanks,hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-6,synthetic_template
LL01154,तुम्ही लातूर मध्ये LED लाईट चे काम करता का? दर सांगा. लवकर हवे आहे. धन्यवाद.,mr,price_query,LED लाईट,,लातूर,,1,55,Medium,train,mr-price_query-5,synthetic_template
LL00216,very poor fiinish on the seat covers. pleaase fix it immediately. please call me.,en,complaint,seat covers,,,,0,25,Low,train,en-complaint-2,synthetic_template
LL00206,"Good morning, I paid for LED lights but the work is still incomplete after 2 weeks. Need it urgently.",en,complaint,LED lights,,,,1,40,Medium,train,en-complaint-1,synthetic_template
LL00266,Warranty claim for roof-top AC. It broke after one month. Required by next week,en,complaint,roof-top AC,,,,1,40,Medium,train,en-complaint-6,synthetic_template
LL01038,"नमस्ते, गूगल पर पहले पेज की गारंटी के साथ SEO सर्विस पाएं।",hi,spam,,,,,0,0,Ignore,train,hi-spam-5,synthetic_template
LL01617,"12 bus saathi ceiling panel cha ghau dar sanga, ekun buudget 8 lakh rupaye aahe",mr_roman,bulk_order,ceiling panel,12 bus,,8 lakh rupaye,0,80,High,train,mr_roman-bulk_order-5,synthetic_template
LL01429,"नमस्कार, तुमच्या ट्रॅव्हल व्यवसायासाठी हमखास लीड्स मिळवा. मर्यादित ऑफर, आजच संपर्क साधा. कृपया कॉल करा.",mr,spam,,,,,0,0,Ignore,val,mr-spam-8,synthetic_template
LL00275,"hi, get a personal loan up to 5 lakh in 5 minutes. click the link now!",en,spam,,,,,0,0,Ignore,train,en-spam-0,synthetic_template
LL00951,"नमस्ते, पर्दे एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए।",hi,complaint,पर्दे,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL01631,tumhi basvlele luggage rack kharab zale aahe. he barobar nahi aajach bolaycha aahe call kara,mr_roman,complaint,luggage rack,,,,1,40,Medium,train,mr_roman-complaint-0,synthetic_template
LL01375,"हॅलो सर, इंस्टाग्राम फॉलोअर्स 50k वाढवा, स्वस्त दर. आत्ताच DM करा",mr,spam,,,,,0,0,Ignore,train,mr-spam-2,synthetic_template
LL00569,maine roof top AC ke paise de diye lekin kaam abhi tak adhura hai,hinglish,complaint,roof top AC,,,,0,25,Low,train,hinglish-complaint-1,synthetic_template
LL00174,We are a school in Solapur. Need interior LED lighting for 30 buses. What is the best price?,en,bulk_order,interior LED lighting,30 buses,Solapur,,0,75,High,val,en-bulk_order-7,synthetic_template
LL00102,We want to oder ceiling panels for 50 units. Pleaes share bulk pricing. Thank you.,en,bulk_order,ceiling panels,50 units,,,0,70,High,train,en-bulk_order-0,synthetic_template
LL01016,"हेलो सर, इंस्टाग्राम फॉलोअर्स 10k बढ़ाएं, सस्ते रेट। अभी DM करें।",hi,spam,,,,,0,0,Ignore,train,hi-spam-2,synthetic_template
LL01006,"हेलो सर, बधाई हो! आपने फ्री iPhone जीता है। अभी क्लेम करें। कृपया कॉल करें।",hi,spam,,,,,0,0,Ignore,train,hi-spam-1,synthetic_template
LL00953,CCTV कैमरा एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए।,hi,complaint,CCTV कैमरा,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL00946,सीट कवर एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए। जल्दी चाहिए।,hi,complaint,सीट कवर,,,,1,40,Medium,train,hi-complaint-3,synthetic_template
LL01073,"नमस्ते, फ्री क्रेडिट कार्ड ऑफर, कोई वार्षिक शुल्क नहीं। अभी अप्लाई करें।",hi,spam,,,,,0,0,Ignore,train,hi-spam-9,synthetic_template
LL01541,"hello sir, amahla 15 buses satih flooring have aahe. ghau dar kay asel?",mr_roman,bulk_order,flooring,15 buses,,,0,70,High,train,mr_roman-bulk_order-0,synthetic_template
LL01539,amhala 15 buses sathi sleeper berth have aahe. ghau dar kay asel?,mr_roman,bulk_order,sleeper berth,15 buses,,,0,70,High,train,mr_roman-bulk_order-0,synthetic_template
LL01369,"इंस्टाग्राम फॉलोअर्स 1k वाढवा, स्वस्त दर. आत्ताच DM करा.",mr,spam,,,,,0,0,Ignore,train,mr-spam-2,synthetic_template
LL00706,"apne travel business ke liye guaranteed leads pao. limied offer, aaj hi contact karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-8,synthetic_template
LL00050,Do you innstall bus AC in Nashik? What's the cost?,en,price_query,bus AC,,Nashik,,0,40,Medium,train,en-price_query-4,synthetic_template
LL01081,"नमस्कार, पुशबॅक सीट चा रेट काय आहे",mr,price_query,पुशबॅक सीट,,,,0,35,Low,train,mr-price_query-0,synthetic_template
LL00345,"hi, get a loan for your bus business up to 2 lakh with zero documentation. click now!",en,spam,,,,,0,0,Ignore,train,en-spam-9,synthetic_template
LL01366,"हॅलो सर, अभिनंदन! तुम्ही फ्री iPhone जिंकला आहे. आत्ताच क्लेम करा",mr,spam,,,,,0,0,Ignore,test,mr-spam-1,synthetic_template
LL00832,"मेरी ट्रैवल कंपनी कोल्हापुर में है, 25 बसों में सीट कवर लगवाना है। कितना डिस्काउंट मिलेगा",hi,bulk_order,सीट कवर,25 बसों,कोल्हापुर,,0,75,High,train,hi-bulk_order-1,synthetic_template
LL01414,"तुमच्या बस व्यवसायासाठी 1 लाखांपर्यंत कर्ज मिळवा, कागदपत्रे नाहीत. आत्ताच क्लिक करा!",mr,spam,,,,,0,0,Ignore,train,mr-spam-7,synthetic_template
LL01626,tumhi basvlele flooring kharab zale aahe. he barobar nahi pudhchya athavdyaparyant have,mr_roman,complaint,flooring,,,,1,40,Medium,train,mr_roman-complaint-0,synthetic_template
LL00279,Get a persnoal loan up to 3 lakh in 5 minutes. Cilck the link now,en,spam,,,,,0,0,Ignore,train,en-spam-0,synthetic_template
LL00403,10 seats ke liye seat cover ki price batao thanks,hinglish,price_query,seat cover,10 seats,,,0,50,Medium,train,hinglish-price_query-3,synthetic_template
LL01546,"dada, maji travels company Thane maadhe aahe, 8 bus mdahe seat cover bavsaycha aahe. kiti sut milel",mr_roman,bulk_order,seat cover,8 bus,Thane,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL00101,we want to order cctv cameras for 40 buses. please share bulk pricing. required by next week. thank you.,en,bulk_order,cctv cameras,40 buses,,,1,85,High,train,en-bulk_order-0,synthetic_template
LL00958,पर्दे एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए। धन्यवाद।,hi,complaint,पर्दे,,,,0,25,Low,train,hi-complaint-3,synthetic_template
LL01339,"वॉरंटीमध्ये सीट कव्हर बदलून हवे आहे, एका महिन्यात तुटले. पुढच्या आठवड्यापर्यंत हवे.",mr,complaint,सीट कव्हर,,,,1,40,Medium,val,mr-complaint-5,synthetic_template
LL00138,Our fleet of 50 buses needs anti-skid flooring. Can we schedule a visit to Solapur? Please call me.,en,bulk_order,anti-skid flooring,50 buses,Solapur,,0,75,High,train,en-bulk_order-4,synthetic_template
LL01139,"नमस्कार, मला म्युझिक सिस्टीम ची किंमत जाणून घ्यायची आहे, बजेट साधारण 75 हजार. कृपया कॉल करा.",mr,price_query,म्युझिक सिस्टीम,,,75 हजार,0,45,Medium,train,mr-price_query-4,synthetic_template
LL00008,what is the price of bus wrap for a bus,en,price_query,bus wrap,,,,0,35,Low,train,en-price_query-0,synthetic_template
LL01171,आम्हाला 40 बस साठी पुशबॅक सीट हवे आहे. घाऊक दर काय असेल,mr,bulk_order,पुशबॅक सीट,40 बस,,,0,70,High,train,mr-bulk_order-0,synthetic_template
LL00571,"hello sir bus wrap ki finishing bahut kharab hai, turatn theek karo thanks",hinglish,complaint,bus wrap,,,,0,25,Low,train,hinglish-complaint-2,synthetic_template
LL01644,mi music system che paise dile pan kaam ajun apurna aahe,mr_roman,complaint,music system,,,,0,25,Low,train,mr_roman-complaint-1,synthetic_template
LL00140,"hello sir, our fleet of 250 units needs seat covers. can we schedule a visit to nashik",en,bulk_order,seat covers,250 units,nashik,,0,75,High,train,en-bulk_order-4,synthetic_template
LL01330,सातारा मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही. लवकर हवे आहे.,mr,complaint,,,सातारा,,1,40,Medium,train,mr-complaint-4,synthetic_template
LL01204,"नमस्कार, 5 बस चा बल्क ऑर्डर द्यायचा आहे, LED लाईट हवे. बजेट 1 कोटी.",mr,bulk_order,LED लाईट,5 बस,,1 कोटी,0,80,High,train,mr-bulk_order-2,synthetic_template
LL00007,"hey, what is the price of reclining seats for a bus? please call me.",en,price_query,reclining seats,,,,0,35,Low,train,en-price_query-0,synthetic_template
LL00893,"8 बसों के लिए बस सीट का थोक रेट बताइए, कुल बजट 10 लाख है।",hi,bulk_order,बस सीट,8 बसों,,10 लाख,0,80,High,train,hi-bulk_order-5,synthetic_template
LL00452,hume 40 sets ke liye CCTV camera chahiye. bulk me kya rate milega?,hinglish,bulk_order,CCTV camera,40 sets,,,0,70,High,train,hinglish-bulk_order-0,synthetic_template
LL01242,"लातूर मध्ये डिलिव्हरीसाठी 15 बस मध्ये म्युझिक सिस्टीम हवे, 3 आठवड्यात. खूप अर्जंट आहे. धन्यवाद",mr,bulk_order,म्युझिक सिस्टीम,15 बस,लातूर,,1,90,High,train,mr-bulk_order-4,synthetic_template
LL00055,Price list for vinyl branding please,en,price_query,vinyl branding,,,,0,35,Low,train,en-price_query-5,synthetic_template
LL00241,"hi, your team delayed my bus delivery in kalyan by 10 days and nobody is answering my calls. thank you.",en,complaint,,,kalyan,,0,25,Low,test,en-complaint-4,synthetic_template
LL01571,"bulk order dyaycha aahe 50 bus cha, seat cover have. budget 8 lakh rupaye pudhchya athavdyaparyant have",mr_roman,bulk_order,seat cover,50 bus,,8 lakh rupaye,1,95,High,val,mr_roman-bulk_order-2,synthetic_template
LL00041,"Hi, Do you insall ceiling panels in Ahmedabad? What's the cost? Need this done this month",en,price_query,ceiling panels,,Ahmedabad,,1,55,Medium,train,en-price_query-4,synthetic_template
LL01050,सारी साड़ियों पर एक के साथ एक फ्री। आज ही दुकान पर आएं। कृपया कॉल करें।,hi,spam,,,,,0,0,Ignore,test,hi-spam-6,synthetic_template
LL00894,"40 बस के लिए पर्दे का थोक रेट बताइए, कुल बजट 1 करोड़ है। आज ही बात करनी है।",hi,bulk_order,पर्दे,40 बस,,1 करोड़,1,95,High,train,hi-bulk_order-5,synthetic_template
LL01150,तुम्ही ठाणे मध्ये स्लीपर बर्थ चे काम करता का? दर सांगा,mr,price_query,स्लीपर बर्थ,,ठाणे,,0,40,Medium,train,mr-price_query-5,synthetic_template
LL00249,The bus seats does not match what was promised. Need someone to inspect it. Please call me.,en,complaint,bus seats,,,,0,25,Low,val,en-complaint-5,synthetic_template
LL01757,google var pahilya paanachi guarantee asleli SEO seva mila,mr_roman,spam,,,,,0,0,Ignore,test,mr_roman-spam-5,synthetic_template
LL01659,"luggage rack che finishing khup vait aahe, tatakl durust kara",mr_roman,complaint,luggage rack,,,,0,25,Low,test,mr_roman-complaint-2,synthetic_template
LL00785,"मुझे फ्लोरिंग की कीमत जाननी है, बजट लगभग 50000 रुपये है।",hi,price_query,फ्लोरिंग,,,50000 रुपये,0,45,Medium,val,hi-price_query-4,synthetic_template
LL01347,"नमस्कार, वॉरंटीमध्ये सीलिंग पॅनल बदलून हवे आहे, एका महिन्यात तुटले",mr,complaint,सीलिंग पॅनल,,,,0,25,Low,val,mr-complaint-5,synthetic_template
LL01294,"लगेज रॅक चे फिनिशिंग खूप वाईट आहे, ताबडतोब दुरुस्त करा.",mr,complaint,लगेज रॅक,,,,0,25,Low,train,mr-complaint-2,synthetic_template
LL00264,Warranty claim for luggage racks. It broke after one month,en,complaint,luggage racks,,,,0,25,Low,train,en-complaint-6,synthetic_template
LL01557,"namaskar, majhi travels comapny navi mumbai mdhe aahe, 50 buses mahde padde bsvaycha aahe. kiti sut milel?",mr_roman,bulk_order,padde,50 buses,navi mumbai,,0,75,High,train,mr_roman-bulk_order-1,synthetic_template
LL00054,Price list for luggage racks please Required by next week.,en,price_query,luggage racks,,,,1,50,Medium,train,en-price_query-5,synthetic_template
LL00842,"हेलो सर, 20 बस का बल्क ऑर्डर देना है, पुशबैक सीट चाहिए। बजट 15 लाख। आज ही बात करनी है। कृपया कॉल करें।",hi,bulk_order,पुशबैक सीट,20 बस,,15 लाख,1,95,High,train,hi-bulk_order-2,synthetic_template
LL00328,"Dear sir, we are a supplier of cheap LED lights from China. Reply for a catalogue",en,spam,,,,,0,0,Ignore,val,en-spam-6,synthetic_template
LL01356,2 लाखांपर्यंत पर्सनल लोन 10 मिनिटांत मिळवा. आत्ताच क्लिक करा,mr,spam,,,,,0,0,Ignore,val,mr-spam-0,synthetic_template
LL01190,"माझी ट्रॅव्हल कंपनी नाशिक मध्ये आहे, 20 बसेस मध्ये पुशबॅक सीट बसवायचे आहे. किती सूट मिळेल?",mr,bulk_order,पुशबॅक सीट,20 बसेस,नाशिक,,0,75,High,train,mr-bulk_order-1,synthetic_template
LL01768,sarva sadyanvar ekavar ek free. aajach dukanat ya,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-6,synthetic_template
LL00922,"हेलो सर, मैंने LED लाइट के पैसे दे दिए, लेकिन काम अभी तक अधूरा है।",hi,complaint,LED लाइट,,,,0,25,Low,val,hi-complaint-1,synthetic_template
LL00374,belgaum me cctv camera lagwane ka kitna kharcha aayega? aaj hi baat karni hai,hinglish,price_query,cctv camera,,belgaum,,1,55,Medium,train,hinglish-price_query-1,synthetic_template
LL01478,plesae bus seats che quotation pathva. budgte 3 lakh aahe,mr_roman,price_query,bus seats,,,3 lakh,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL01758,google var pahilya panachi guarantee asleli seo seva mila,mr_roman,spam,,,,,0,0,Ignore,test,mr_roman-spam-5,synthetic_template
LL00302,We offer SEO and website ranking services. Guaraneted first page on Google.,en,spam,,,,,0,0,Ignore,train,en-spam-3,synthetic_template
LL00872,"हेलो सर, औरंगाबाद डिलीवरी के लिए 50 बसों में सीलिंग पैनल चाहिए, 3 हफ्ते में। अगले हफ्ते तक चाहिए।",hi,bulk_order,सीलिंग पैनल,50 बसों,औरंगाबाद,,1,90,High,train,hi-bulk_order-4,synthetic_template
LL00657,"instagrram followers 50k badhao, sata rate. dm karo",hinglish,spam,,,,,0,0,Ignore,train,hinglish-spam-2,synthetic_template
LL01328,नाशिक मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही,mr,complaint,,,नाशिक,,0,25,Low,train,mr-complaint-4,synthetic_template
LL01102,ठाणे मध्ये म्युझिक सिस्टीम बसवायला किती खर्च येईल,mr,price_query,म्युझिक सिस्टीम,,ठाणे,,0,40,Medium,train,mr-price_query-1,synthetic_template
LL00961,औरंगाबाद में मेरी बस की डिलीवरी 10 दिन लेट हुई और कोई फोन नहीं उठा रहा।,hi,complaint,,,औरंगाबाद,,0,25,Low,train,hi-complaint-4,synthetic_template
LL00026,how much would vinyl branding cost for 2 buses in kolhapur?,en,price_query,vinyl branding,2 buses,kolhapur,,0,55,Medium,train,en-price_query-2,synthetic_template
LL00369,namaste bhai body paint ka rate kya hai?,hinglish,price_query,body paint,,,,0,35,Low,train,hinglish-price_query-0,synthetic_template
LL00803,"नमस्ते, लगेज रैक का प्राइस लिस्ट भेज दीजिए जल्दी चाहिए।",hi,price_query,लगेज रैक,,,,1,50,Medium,test,hi-price_query-6,synthetic_template
LL00535,"namaste 25 bus ke liye sleeper berth ka wholesale rate batao, total budget Rs 10 lakh",hinglish,bulk_order,sleeper berth,25 bus,,Rs 10 lakh,0,80,High,train,hinglish-bulk_order-5,synthetic_template
LL01181,आम्हाला 8 बस साठी बस सीट हवे आहे. घाऊक दर काय असेल?,mr,bulk_order,बस सीट,8 बस,,,0,70,High,train,mr-bulk_order-0,synthetic_template
LL01732,"instagram followers 10k vadhva, swasta dar. dm kara",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-2,synthetic_template
LL00756,"कृपया म्यूजिक सिस्टम का कोटेशन भेजें। बजट ₹40,000 है। जल्दी चाहिए।",hi,price_query,म्यूजिक सिस्टम,,,"₹40,000",1,60,Medium,train,hi-price_query-2,synthetic_template
LL00783,"मुझे बस सीट की कीमत जाननी है, बजट लगभग ₹30,000 है।",hi,price_query,बस सीट,,,"₹30,000",0,45,Medium,val,hi-price_query-4,synthetic_template
LL01019,घर बैठे रोज़ 2000 कमाएं। WhatsApp करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-3,synthetic_template
LL01360,अभिनंदन! तुम्ही फ्री iPhone जिंकला आहे. आत्ताच क्लेम करा,mr,spam,,,,,0,0,Ignore,test,mr-spam-1,synthetic_template
LL00044,"Hey, Do you install PVC flooring in Sangli? What's the cost?",en,price_query,PVC flooring,,Sangli,,0,40,Medium,train,en-price_query-4,synthetic_template
LL00957,पर्दे एक हफ्ते में ही बंद हो गया। मुझे रिफंड चाहिए। आज ही बात करनी है।,hi,complaint,पर्दे,,,,1,40,Medium,train,hi-complaint-3,synthetic_template
LL01727,abhinandan! tumhi free iPhone jinlka aahe. aatach claim kara call kara,mr_roman,spam,,,,,0,0,Ignore,val,mr_roman-spam-1,synthetic_template
LL00415,"hi mujhe pushback seats ki price janni hai, budget around 3 lakh",hinglish,price_query,pushback seats,,,3 lakh,0,45,Medium,val,hinglish-price_query-4,synthetic_template
LL01170,"हॅलो सर, म्युझिक सिस्टीम ची प्राईस लिस्ट पाठवा पुढच्या आठवड्यापर्यंत हवे.",mr,price_query,म्युझिक सिस्टीम,,,,1,50,Medium,train,mr-price_query-6,synthetic_template
LL01773,"namaskar, sarva sadyanvar ekavar ek free. aajach dukanat ya",mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-6,synthetic_template
LL01516,tumhi Bhopal madhe bus seats che kaam karta ka? dar sanga khup urgent aahe,mr_roman,price_query,bus seats,,Bhopal,,1,55,Medium,train,mr_roman-price_query-5,synthetic_template
LL00306,Earn 3000 per day working from home. WhatsApp us.,en,spam,,,,,0,0,Ignore,train,en-spam-4,synthetic_template
LL01663,"body paint che finiishing khup vait aahe, tatkal durust kara",mr_roman,complaint,body paint,,,,0,25,Low,test,mr_roman-complaint-2,synthetic_template
LL00607,Nanded me meri bus ki delivery 10 din late hui aur koi phone nahi utha raha thanks,hinglish,complaint,,,Nanded,,0,25,Low,train,hinglish-complaint-4,synthetic_template
LL01290,"मी बॉडी पेंट चे पैसे दिले, पण काम अजून अपूर्ण आहे. पुढच्या आठवड्यापर्यंत हवे.",mr,complaint,बॉडी पेंट,,,,1,40,Medium,test,mr-complaint-1,synthetic_template
LL01635,"hello sir, tumhi basvlele pushback seats kharab zale aahe. he barobar nahi",mr_roman,complaint,pushback seats,,,,0,25,Low,train,mr_roman-complaint-0,synthetic_template
LL01443,music system cha rate kay aahe?,mr_roman,price_query,music system,,,,0,35,Low,train,mr_roman-price_query-0,synthetic_template
LL00718,"hello sir free credit card offer, koi annual fee nahi. abhi apply karo",hinglish,spam,,,,,0,0,Ignore,test,hinglish-spam-9,synthetic_template
LL00790,"हेलो सर, क्या आप कोल्हापुर में स्लीपर बर्थ का काम करते हैं? रेट बताइए। जल्दी चाहिए। धन्यवाद।",hi,price_query,स्लीपर बर्थ,,कोल्हापुर,,1,55,Medium,train,hi-price_query-5,synthetic_template
LL00089,"Quote for 1 bus with exterior wrap, budget ₹2 lakh",en,price_query,exterior wrap,1 bus,,₹2 lakh,0,60,Medium,train,en-price_query-8,synthetic_template
LL00615,Indore me meri bus ki delivery 10 din late hui aur koi phone nahi utha raha,hinglish,complaint,,,Indore,,0,25,Low,train,hinglish-complaint-4,synthetic_template
LL01481,"dada, 3 bus sathi led lights chi kimmat sanga",mr_roman,price_query,led lights,3 bus,,,0,50,Medium,train,mr_roman-price_query-3,synthetic_template
LL00528,"hello sir 300 sets ke liye vinyl branding ka wholesale rate batao, total budgeet 8 lakh jaldi reply karo",hinglish,bulk_order,vinyl branding,300 sets,,8 lakh,1,95,High,train,hinglish-bulk_order-5,synthetic_template
LL01462,Jalgaon madhe padde basvayla kiti kharch yeil?,mr_roman,price_query,padde,,Jalgaon,,0,40,Medium,val,mr_roman-price_query-1,synthetic_template
LL01234,"हॅलो सर, सोलापूर मध्ये डिलिव्हरीसाठी 150 सेट मध्ये LED लाईट हवे, 3 आठवड्यात.",mr,bulk_order,LED लाईट,150 सेट,सोलापूर,,0,75,High,train,mr-bulk_order-4,synthetic_template
LL01064,"हेलो सर, अपने ट्रैवल बिज़नेस के लिए गारंटीड लीड्स पाएं। सीमित ऑफर, आज ही संपर्क करें।",hi,spam,,,,,0,0,Ignore,val,hi-spam-8,synthetic_template
LL00058,Price list for full body paint please Please reply asap. Please call me,en,price_query,full body paint,,,,1,50,Medium,train,en-price_query-5,synthetic_template
LL01024,घर बैठे रोज़ 10000 कमाएं। WhatsApp करें। धन्यवाद।,hi,spam,,,,,0,0,Ignore,train,hi-spam-3,synthetic_template
LL01319,स्लीपर बर्थ एका आठवड्यातच बंद पडले. मला रिफंड हवा आहे. लवकर हवे आहे.,mr,complaint,स्लीपर बर्थ,,,,1,40,Medium,train,mr-complaint-3,synthetic_template
LL00589,roof top ac ek hafte me hi band ho gaya. mujhe refund chahiye aaj hi baat karni hai dhanyavad,hinglish,complaint,roof top ac,,,,1,40,Medium,val,hinglish-complaint-3,synthetic_template
LL00770,"हेलो सर, 20 पीस के लिए फ्लोरिंग की कीमत बताइए।",hi,price_query,फ्लोरिंग,20 पीस,,,0,50,Medium,train,hi-price_query-3,synthetic_template
LL00434,bhai curtains ki price list bhejo,hinglish,price_query,curtains,,,,0,35,Low,train,hinglish-price_query-6,synthetic_template
LL01206,"300 सेट चा बल्क ऑर्डर द्यायचा आहे, स्लीपर बर्थ हवे. बजेट ₹8 लाख.",mr,bulk_order,स्लीपर बर्थ,300 सेट,,₹8 लाख,0,80,High,train,mr-bulk_order-2,synthetic_template
LL01000,बधाई हो! आपने फ्री iPhone जीता है। अभी क्लेम करें।,hi,spam,,,,,0,0,Ignore,train,hi-spam-1,synthetic_template
LL00151,"Need LED lights for 15 buses, total budget 25 lakh. Please call me. Required by next week.",en,bulk_order,LED lights,15 buses,,25 lakh,1,95,High,train,en-bulk_order-5,synthetic_template
LL01333,इंदूर मध्ये माझ्या बसची डिलिव्हरी 10 दिवस उशिरा झाली आणि कोणी फोन उचलत नाही.,mr,complaint,,,इंदूर,,0,25,Low,train,mr-complaint-4,synthetic_template
LL01470,please body paint che quotation pathva. budget 30 hajar aahe,mr_roman,price_query,body paint,,,30 hajar,0,45,Medium,train,mr_roman-price_query-2,synthetic_template
LL00507,"hamare paas 30 buses hai, sabme LED lights lagwana hai. please call karo",hinglish,bulk_order,LED lights,30 buses,,,0,70,High,val,hinglish-bulk_order-3,synthetic_template
LL00388,namaste pllease roof top AC ka quotation bhej do. budgte 2L hai,hinglish,price_query,roof top AC,,,2L,0,45,Medium,train,hinglish-price_query-2,synthetic_template
LL01123,1 बस साठी सीट कव्हर ची किंमत सांगा.,mr,price_query,सीट कव्हर,1 बस,,,0,50,Medium,val,mr-price_query-3,synthetic_template
LL01576,"hello sir, amchyakade 15 bus aahet, sarvamadhe sleeper berth basvaycha aahe. please call kara pudhchya athavdyaparyant have",mr_roman,bulk_order,sleeper berth,15 bus,,,1,85,High,train,mr_roman-bulk_order-3,synthetic_template
LL01746,gharbsalya roj 2000 kamva. WhatssApp kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-3,synthetic_template
LL01668,"dada, led lights ek athavdyatach band padle. mala refund have",mr_roman,complaint,led lights,,,,0,25,Low,train,mr_roman-complaint-3,synthetic_template
LL01741,gharbasalya roj 3000 kamva. WhatsApp kara,mr_roman,spam,,,,,0,0,Ignore,train,mr_roman-spam-3,synthetic_template
LL00172,"Hello sir, We are a school in Belgaum. Need bus AC for 20 buses. What is the best price",en,bulk_order,bus AC,20 buses,Belgaum,,0,75,High,val,en-bulk_order-7,synthetic_template
